# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		T		Skipped
0		4865		1988		1452		1.997
1		4358		3988		1465		1.994
2		3916		5993		1523		1.9909999
3		3839		8023		1571		1.9879999
4		3796		10026		1606		1.9849999
5		3754		12053		1520		1.9819999
6		3727		14087		1563		1.9789999
7		3697		16101		1542		1.9759998
8		3688		18137		1577		1.9729998
9		3658		20150		1550		1.9699998
10		3664		22176		1592		1.9669998
11		3647		24203		1598		1.9639997
12		3579		26212		1616		1.9609997
13		3584		28240		1597		1.9579997
14		3548		30269		1607		1.9549997
15		3519		32285		1606		1.9519997
16		3502		34304		1617		1.9489996
17		3486		36329		1601		1.9459996
18		3512		38353		1646		1.9429996
19		3513		40363		1604		1.9399996
20		3526		42390		1597		1.9369996
21		3475		44430		1633		1.9339995
22		3457		46476		1632		1.9309995
23		3424		48497		1587		1.9279995
24		3420		50544		1645		1.9249995
25		3383		52564		1635		1.9219995
26		3414		54593		1650		1.9189994
27		3345		56626		1622		1.9159994
28		3352		58664		1643		1.9129994
29		3356		60687		1626		1.9099994
30		3350		62731		1649		1.9069993
31		3323		64767		1642		1.9039993
32		3338		66807		1646		1.9009993
33		3320		68828		1644		1.8979993
34		3299		70863		1663		1.8949993
35		3304		72895		1618		1.8919992
36		3278		74944		1669		1.8889992
37		3319		76975		1655		1.8859992
38		3303		79005		1642		1.8829992
39		3295		81045		1656		1.8799992
40		3266		83110		1652		1.8769991
41		3262		85152		1664		1.8739991
42		3328		87183		1654		1.8709991
43		3256		89208		1663		1.8679991
44		3258		91280		1654		1.864999
45		3257		93324		1671		1.861999
46		3262		95365		1657		1.858999
47		3255		97392		1649		1.855999
48		3278		99427		1652		1.852999
49		3279		101476		1669		1.849999
50		3274		103517		1634		1.8469989
51		3261		105557		1642		1.8439989
52		3253		107611		1665		1.8409989
53		3211		109637		1640		1.8379989
54		3215		111671		1648		1.8349988
55		3243		113708		1647		1.8319988
56		3231		115754		1643		1.8289988
57		3218		117798		1635		1.8259988
58		3239		119837		1651		1.8229988
59		3197		121895		1635		1.8199987
60		3177		123949		1645		1.8169987
61		3198		126003		1666		1.8139987
62		3243		128035		1638		1.8109987
63		3194		130076		1642		1.8079987
64		3193		132108		1654		1.8049986
65		3205		134142		1641		1.8019986
66		3163		136168		1683		1.7989986
67		3176		138215		1653		1.7959986
68		3156		140270		1645		1.7929986
69		3156		142309		1661		1.7899985
70		3147		144356		1670		1.7869985
71		3118		146429		1657		1.7839985
72		3093		148485		1675		1.7809985
73		3079		150552		1656		1.7779984
74		3061		152609		1650		1.7749984
75		3052		154664		1676		1.7719984
76		3080		156723		1661		1.7689984
77		3071		158783		1668		1.7659984
78		3078		160858		1679		1.7629983
79		3058		162912		1695		1.7599983
80		3069		164977		1650		1.7569983
81		3041		167022		1679		1.7539983
82		3058		169103		1665		1.7509983
83		3038		171166		1649		1.7479982
84		3030		173237		1674		1.7449982
85		3044		175297		1670		1.7419982
86		3047		177351		1657		1.7389982
87		3024		179411		1657		1.7359982
88		3050		181472		1662		1.7329981
89		3020		183533		1661		1.7299981
90		3018		185583		1678		1.7269981
91		3018		187653		1682		1.7239981
92		3009		189721		1662		1.720998
93		3017		191787		1668		1.717998
94		2991		193859		1683		1.714998
95		3010		195914		1647		1.711998
96		3013		197992		1662		1.708998
97		2992		200047		1676		1.705998
98		2990		202108		1667		1.7029979
99		3003		204159		1678		1.6999979
100		2969		206244		1677		1.6969979
101		2957		208328		1670		1.6939979
102		2944		210408		1695		1.6909978
103		2965		212490		1677		1.6879978
104		2945		214570		1672		1.6849978
105		2936		216668		1686		1.6819978
106		2948		218760		1686		1.6789978
107		2927		220832		1679		1.6759977
108		2929		222914		1698		1.6729977
109		2902		224980		1686		1.6699977
110		2911		227081		1696		1.6669977
111		2921		229184		1700		1.6639977
112		2940		231276		1696		1.6609976
113		2932		233356		1653		1.6579976
114		2920		235419		1694		1.6549976
115		2901		237493		1689		1.6519976
116		2886		239566		1683		1.6489975
117		2877		241631		1701		1.6459975
118		2888		243699		1703		1.6429975
